Serial no,R,G,B
MQL718,167,168,154
MQL718,160,158,146
MQL718,170,172,159
MQL718,167,169,155
MQL718,168,169,155
MQL718,169,169,157
MQL718,157,157,145
MQL718,170,171,157
MQL718,163,164,150
MQL718,164,164,152
MQL718,166,167,153
MQL718,167,165,153
MQL718,145,147,136
MQL718,168,169,155
MQL718,169,167,154
MQL718,167,168,154
MQL718,169,169,157
MQL718,163,165,151
MQL718,169,167,155
MQL718,168,170,157
MQL718,151,151,139
MQL718,144,144,132
MQL718,165,166,152
MQL718,163,163,151
MQL718,158,158,146
MQL718,165,167,153
MQL718,172,173,159
MQL718,163,165,151
MQL718,134,135,127
MQL718,167,168,154
MQL718,170,168,155
MQL718,171,169,156
MQL718,170,171,157
MQL718,167,168,154
MQL718,164,164,152
MQL718,172,173,159
MQL718,150,152,139
MQL718,167,168,154
MQL718,132,130,118
MQL718,172,173,159
MQL718,171,171,159
MQL718,170,170,158
MQL718,166,168,154
MQL718,173,171,158
MQL718,164,164,152
MQL718,166,167,153
MQL718,161,163,149
MQL718,160,160,148
MQL718,173,171,158
MQL718,168,169,155
MQL718,163,163,151
MQL718,169,170,156
MQL718,174,172,160
MQL718,159,159,147
MQL718,164,165,151
MQL718,163,163,151
MQL718,169,171,157
MQL718,168,169,155
MQL718,169,169,157
MQL718,171,173,159
MQL718,166,166,154
MQL718,166,167,153
MQL718,158,158,146
MQL718,166,164,152
MQL718,164,164,152
MQL718,167,168,154
MQL718,163,163,151
MQL718,166,168,154
MQL718,172,173,159
MQL718,168,168,156
MQL718,160,162,148
MQL718,164,166,152
MQL718,167,168,154
MQL718,168,169,155
MQL718,163,165,152
MQL718,169,170,156
MQL718,163,165,151
MQL718,164,165,151
MQL718,169,170,156
MQL718,172,170,157
MQL718,162,164,150
MQL718,165,166,152
MQL718,160,161,147
MQL718,165,167,153
MQL718,176,176,164
MQL718,169,170,156
MQL718,170,171,157
MQL718,161,161,149
MQL718,166,167,153
MQL718,168,168,156
MQL718,161,163,152
MQL718,171,172,158
MQL718,163,165,151
MQL718,153,154,140
MQL718,167,168,154
MQL718,169,170,156
MQL718,167,168,154
MQL718,146,142,131
MQL718,166,167,153
MQL718,169,167,154
MQL718,167,169,155
MQL718,156,158,145
MQL718,159,155,143
MQL718,164,165,151
MQL718,165,165,155
MQL718,168,166,153
MQL718,165,165,153
MQL718,168,169,155
MQL718,174,172,159
MQL718,168,169,155
MQL718,138,140,129
MQL718,168,169,155
MQL718,167,163,151
MQL718,168,170,156
MQL718,161,162,148
MQL718,164,165,151
MQL718,168,169,155
MQL718,141,143,130
MQL718,166,167,153
MQL718,150,152,139
MQL718,171,169,154
MQL718,169,170,156
MQL718,166,167,153
MQL718,169,170,156
MQL718,166,167,153
MQL718,165,165,153
MQL718,154,155,141
MQL718,178,176,163
MQL718,146,146,136
MQL718,164,166,153
MQL718,164,165,151
MQL718,157,157,145
MQL718,161,162,148
MQL718,165,166,152
MQL718,165,166,152
MQL718,164,165,151
MQL718,169,170,156
MQL718,157,158,144
MQL718,142,140,128
MQL718,166,164,152
MQL718,162,163,149
MQL718,163,163,151
MQL718,164,165,151
MQL718,169,170,156
MQL718,163,164,150
MQL718,164,165,151
MQL718,166,168,155
MQL718,165,165,153
MQL718,168,166,153
MQL718,167,168,154
MQL718,168,169,155
MQL718,167,169,155
MQL718,170,171,157
MQL718,164,164,152
MQL718,164,164,152
MQL718,169,169,157
MQL718,166,168,154
MQL718,168,169,155
MQL718,161,162,148
MQL718,162,163,149
MQL718,164,164,152
MQL718,164,164,152
MQL718,157,157,145
MQL718,166,166,154
MQL718,166,164,152
MQL718,167,167,155
MQL718,156,156,144
MQL718,164,162,149
MQL718,164,165,151
MQL718,167,169,155
MQL718,159,161,148
MQL718,161,162,148
MQL718,169,170,156
MQL718,168,170,156
MQL718,166,166,154
MQL718,159,159,147
MQL718,163,163,151
MQL718,165,167,153
MQL718,168,170,156
MQL718,171,172,158
MQL718,155,155,143
MQL718,167,168,154
MQL718,169,170,156
MQL718,166,168,154
MQL718,167,168,154
MQL718,168,168,156
MQL718,164,164,152
MQL718,168,168,156
MQL718,151,153,139
MQL718,164,165,151
MQL718,165,166,152
MQL718,164,166,152
MQL718,153,154,140
MQL718,171,169,156
MQL718,168,169,155
MQL718,170,171,157
MQL718,169,170,156
MQL718,169,170,156
MQL718,162,164,150
MQL718,166,167,153
MQL718,158,159,145
MQL718,164,165,151
MQL718,169,167,154
MQL718,158,160,147
MQL718,134,134,122
MQL718,165,166,152
MQL718,164,164,154
MQL718,166,167,153
MQL718,166,164,152
MQL718,173,175,161
MQL718,167,168,154
MQL718,167,168,154
MQL718,155,153,140
MQL718,163,163,151
MQL718,173,174,160
MQL718,168,166,153
MQL718,168,166,153
MQL718,164,166,153
MQL718,159,159,147
MQL718,168,168,156
MQL718,162,163,149
MQL718,167,165,153
MQL718,174,172,160
MQL718,174,172,159
MQL718,165,165,153
MQL718,153,155,142
MQL718,170,171,157
MQL718,171,169,156
MQL718,165,166,152
MQL718,168,169,155
MQL718,171,169,157
MQL718,165,165,153
MQL718,167,168,154
MQL718,159,159,147
MQL718,151,151,139
MQL718,158,159,145
MQL718,162,162,150
MQL718,163,163,151
MQL718,173,171,158
MQL718,166,168,154
MQL718,155,156,142
MQL718,165,165,153
MQL718,169,169,157
MQL718,168,168,156
MQL718,166,166,154
MQL718,167,165,152
MQL718,157,158,144
MQL718,159,159,151
MQL718,165,165,155
MQL718,143,145,134
MQL718,171,169,157
MQL718,158,159,145
MQL718,169,170,156
MQL718,167,168,154
MQL718,165,165,153
MQL718,156,156,144
MQL718,165,165,153
MQL718,163,164,150
MQL718,169,170,156
MQL718,151,149,136
MQL718,168,169,155
MQL718,161,162,148
MQL718,168,168,156
MQL718,165,165,153
MQL718,161,161,149
MQL718,171,173,159
MQL718,170,171,157
MQL718,170,168,155
MQL718,167,165,153
MQL718,168,169,155
MQL718,162,164,150
MQL718,168,168,156
MQL718,162,164,151
MQL718,169,170,156
MQL718,160,158,146
MQL718,167,167,155
MQL718,167,165,152
MQL718,171,173,159
MQL718,167,169,155
MQL718,153,151,139
MQL718,170,171,157
MQL718,166,167,153
MQL718,173,171,158
MQL718,164,165,151
MQL718,163,163,151
MQL718,156,158,144
MQL718,167,165,152
MQL718,148,149,135
MQL718,175,169,157
MQL718,164,164,152
MQL718,142,142,132
MQL718,170,168,155
MQL718,157,157,145
MQL718,157,159,146
MQL718,169,171,157
MQL718,168,168,156
MQL718,169,171,157
MQL718,160,161,147
MQL718,167,165,153
MQL718,169,167,154
MQL718,158,158,146
MQL718,163,165,151
MQL718,166,168,154
MQL718,172,173,159
MQL718,161,162,148
MQL718,157,158,144
MQL718,153,153,141
MQL718,168,169,155
MQL718,166,167,153
MQL718,163,163,151
MQL718,168,169,155
MQL718,164,164,152
MQL718,161,161,149
MQL718,168,170,157
MQL718,165,167,154
MQL718,156,156,144
MQL718,137,137,125
MQL718,169,169,157
MQL718,153,153,141
MQL718,161,161,149
MQL718,165,163,150
MQL718,167,169,155
MQL718,164,165,151
MQL718,163,165,152
MQL718,164,165,151
MQL718,168,166,153
MQL718,164,164,152
MQL718,166,167,153
MQL718,162,162,150
MQL718,168,166,153
MQL718,158,159,145
MQL718,169,171,157
MQL718,164,164,152
MQL718,167,168,154
MQL718,167,168,154
MQL718,160,161,147
MQL718,167,165,152
MQL718,163,161,148
MQL718,165,167,154
MQL718,165,167,154
MQL718,158,159,145
MQL718,163,163,151
MQL718,173,174,160
MQL718,165,166,152
MQL718,165,165,153
MQL718,166,167,153
MQL718,167,169,155
MQL718,164,164,154
MQL718,170,171,157
MQL718,170,171,157
MQL718,164,164,152
MQL718,166,164,151
MQL718,166,164,151
MQL718,163,164,150
MQL718,167,169,155
MQL718,166,167,153
MQL718,168,169,155
MQL718,162,163,149
MQL718,173,174,160
MQL718,167,168,154
MQL718,170,170,158
MQL718,169,171,158
MQL718,169,170,156
MQL718,164,166,152
MQL718,153,153,141
MQL718,168,169,155
MQL718,170,168,155
MQL718,153,151,139
MQL718,168,166,153
MQL718,168,169,155
MQL718,163,164,150
MQL718,165,165,153
MQL718,168,170,156
MQL718,159,161,147
MQL718,162,163,149
MQL718,170,171,157
MQL718,170,172,158
MQL718,167,168,154
MQL718,166,166,154
MQL718,159,161,148
MQL718,162,163,149
MQL718,162,163,149
MQL718,176,174,162
MQL718,168,166,154
MQL718,164,165,151
MQL718,144,146,135
MQL718,154,155,141
MQL718,158,158,146
MQL718,167,167,155
MQL718,168,166,153
MQL718,120,121,113
MQL718,169,169,157
MQL718,166,168,155
MQL718,166,167,153
MQL718,165,166,152
MQL718,159,159,147
MQL718,163,165,151
MQL718,169,167,155
MQL718,157,158,144
MQL718,167,167,155
MQL718,168,168,156
MQL718,167,168,152
MQL718,149,149,137
MQL718,173,174,160
MQL718,167,167,155
MQL718,167,169,155
MQL718,163,164,150
MQL718,170,171,157
MQL718,142,143,129
MQL718,163,164,150
MQL718,165,166,152
MQL718,152,152,140
MQL718,165,167,154
MQL718,169,170,156
MQL718,171,173,159
MQL718,165,165,153
MQL718,163,164,150
MQL718,168,166,154
MQL718,168,166,153
MQL718,167,167,155
MQL718,164,165,151
MQL718,164,164,152
MQL718,165,165,153
MQL718,161,161,149
MQL718,147,148,134
MQL718,166,164,151
MQL718,157,157,145
MQL718,167,168,154
MQL718,162,162,150
MQL718,170,171,157
MQL718,168,169,155
MQL718,148,151,142
MQL718,174,172,159
MQL718,166,167,153
MQL718,165,167,153
MQL718,148,150,137
MQL718,164,165,151
MQL718,164,165,151
MQL718,165,166,152
MQL718,162,160,147
MQL718,168,169,155
MQL718,162,162,150
MQL718,166,168,154
MQL718,162,162,150
MQL718,160,158,145
MQL718,163,165,151
MQL718,163,163,151
MQL718,172,170,157
MQL718,172,173,159
MQL718,167,168,154
MQL718,171,169,156
MQL718,165,165,153
MQL718,161,162,148
MQL718,164,164,152
MQL718,162,163,149
MQL718,152,152,140
MQL718,156,158,145
MQL718,162,162,150
MQL718,166,168,154
MQL718,167,167,155
MQL718,157,157,145
MQL718,162,162,150
MQL718,169,170,156
MQL718,158,158,146
MQL718,172,170,157
MQL718,166,168,155
MQL718,168,166,153
MQL718,169,170,156
MQL718,168,166,154
MQL718,142,140,128
MQL718,173,174,160
MQL718,167,167,155
MQL718,146,148,137
MQL718,170,170,158
MQL718,158,159,145
MQL718,166,167,153
MQL718,166,166,154
MQL718,172,170,158
MQL718,159,161,147
MQL718,123,121,109
MQL718,163,164,150
MQL718,169,171,157
MQL718,170,166,155
MQL718,165,165,153
MQL718,169,169,157
MQL718,159,160,146
MQL718,167,169,155
MQL718,164,164,152
MQL718,168,169,155
MQL718,169,169,157
MQL718,177,177,165
MQL718,165,166,152
MQL718,168,169,155
MQL718,108,110,99
MQL718,162,162,150
MQL718,164,166,152
MQL718,164,164,152
MQL718,164,165,151
MQL718,168,168,156
MQL718,176,174,162
MQL718,166,168,154
MQL718,162,162,150
MQL718,164,165,151
MQL718,156,156,144
MQL718,174,175,161
MQL718,168,168,156
MQL718,171,171,159
MQL718,166,164,151
MQL718,164,164,152
MQL718,173,171,158
MQL718,170,168,155
MQL718,168,169,155
MQL718,163,164,150
MQL718,168,166,153
MQL718,167,168,154
MQL718,171,172,158
MQL718,167,169,155
MQL718,169,169,157
MQL718,165,165,153
MQL718,164,164,152
MQL718,168,169,155
MQL718,149,147,135
MQL718,166,167,151
MQL718,164,161,152
MQL718,167,168,154
MQL718,160,162,151
MQL718,166,167,153
MQL718,166,166,154
MQL718,168,169,155
MQL718,167,169,155
MQL718,153,155,142
MQL718,170,170,158
MQL718,165,166,152
MQL718,170,170,158
MQL718,168,168,156
MQL718,168,169,155
MQL718,165,165,153
MQL718,163,164,150
MQL718,156,156,146
MQL718,139,139,127
MQL718,164,165,151
MQL718,164,166,152
MQL718,169,169,157
MQL718,169,170,156
MQL718,168,170,156
MQL718,167,168,154
MQL718,164,165,151
MQL718,160,158,146
MQL718,166,168,154
MQL718,165,166,152
MQL718,169,165,153
MQL718,160,162,148
MQL718,170,168,155
MQL718,170,171,157
MQL718,108,111,104
MQL718,128,130,119
MQL718,171,169,156
MQL718,161,162,148
MQL718,157,155,142
MQL718,165,166,152
MQL718,168,166,153
MQL718,163,161,148
MQL718,172,173,159
MQL718,164,162,149
MQL718,166,167,153
MQL718,172,172,160
MQL718,159,161,147
MQL718,158,160,147
MQL718,166,168,155
MQL718,151,149,136
MQL718,167,168,154
MQL718,169,171,158
MQL718,166,167,153
MQL718,177,178,164
MQL718,172,172,160
MQL718,165,167,153
MQL718,145,145,133
MQL718,159,157,145
MQL718,159,160,146
MQL718,164,164,152
MQL718,164,164,152
MQL718,172,173,159
MQL718,169,167,154
MQL718,173,171,158
MQL718,113,114,106
MQL718,163,163,151
MQL718,162,162,150
MQL718,161,157,148
MQL718,171,172,158
MQL718,150,152,141
MQL718,168,169,155
MQL718,165,166,152
MQL718,164,165,151
MQL718,167,168,154
MQL718,171,169,156
MQL718,170,170,158
MQL718,165,165,153
MQL718,169,171,157
MQL718,152,152,142
MQL718,159,160,146
MQL718,166,166,154
MQL718,160,161,147
MQL718,163,165,151
MQL718,170,170,158
MQL718,171,173,160
MQL718,155,156,140
MQL718,168,169,155
MQL718,166,167,153
MQL718,169,170,156
MQL718,168,169,155
MQL718,162,162,150
MQL718,134,134,122
MQL718,161,161,149
MQL718,171,172,158
MQL718,168,170,157
MQL718,160,161,147
MQL718,164,165,151
MQL718,167,169,155
MQL718,170,168,155
MQL718,168,169,155
MQL718,156,157,143
MQL718,165,166,152
MQL718,163,164,150
MQL718,161,161,149
MQL718,168,168,156
MQL718,162,160,148
MQL718,167,168,154
MQL718,170,168,155
MQL718,164,165,151
MQL718,161,162,148
MQL718,155,155,143
MQL718,165,165,155
MQL718,155,155,143
MQL718,170,168,155
MQL718,160,160,148
MQL718,165,165,153
MQL718,164,165,151
MQL718,164,164,152
MQL718,168,169,155
MQL718,166,167,153
MQL718,167,167,155
MQL718,171,173,159
MQL718,169,170,156
MQL718,163,165,151
MQL718,171,172,158
MQL718,158,158,146
MQL718,161,161,149
MQL718,169,169,157
MQL718,174,172,159
MQL718,167,167,155
MQL718,168,169,155
MQL718,143,143,131
MQL718,158,160,146
MQL718,164,162,149
MQL718,151,152,138
MQL718,166,168,154
MQL718,164,166,152
MQL718,165,166,152
MQL718,166,167,153
MQL718,170,172,158
MQL718,154,152,139
MQL718,163,163,151
MQL718,169,170,156
MQL718,158,160,147
MQL718,162,160,148
MQL718,167,168,154
MQL718,167,168,154
MQL718,154,154,142
MQL718,153,155,141
MQL718,168,168,156
MQL718,167,167,155
MQL718,169,170,156
MQL718,168,170,156
MQL718,164,164,152
MQL718,162,164,150
MQL718,168,169,155
MQL718,159,159,147
MQL718,165,167,153
MQL718,166,167,153
MQL718,151,151,139
MQL718,166,166,154
MQL718,169,169,157
MQL718,170,171,157
MQL718,157,157,145
MQL718,168,170,157
MQL718,169,165,153
MQL718,160,160,148
MQL718,164,166,152
MQL718,166,167,153
MQL718,158,159,145
MQL718,164,164,152
MQL718,171,171,159
MQL718,166,166,154
MQL718,171,172,158
MQL718,164,164,152
MQL718,171,171,159
MQL718,167,167,155
MQL718,164,164,152
MQL718,165,167,154
MQL718,159,160,146
MQL718,156,156,144
MQL718,165,166,152
MQL718,164,164,152
MQL718,162,164,151
MQL718,164,164,154
MQL718,168,166,153
MQL718,164,164,152
MQL718,158,159,145
MQL718,129,131,120
MQL718,177,177,165
MQL718,165,166,152
MQL718,163,163,151
MQL718,165,165,153
MQL718,168,169,155
MQL718,172,174,160
MQL718,161,163,150
MQL718,169,169,157
MQL718,170,170,158
MQL718,168,168,156
MQL718,162,162,150
MQL718,168,170,156
MQL718,163,163,151
MQL718,168,169,155
MQL718,165,165,153
MQL718,167,168,154
MQL718,171,172,158
MQL718,169,170,156
MQL718,153,154,140
MQL718,170,171,157
MQL718,171,171,159
MQL718,153,153,141
MQL718,165,167,153
MQL718,166,166,154
MQL718,166,166,154
MQL718,163,163,151
MQL718,166,168,154
MQL718,166,164,151
MQL718,168,170,156
MQL718,164,164,152
MQL718,165,165,153
MQL718,168,169,155
MQL718,166,167,153
MQL718,166,167,153
MQL718,172,170,157
MQL718,174,172,160
MQL718,166,167,153
MQL718,167,167,155
MQL718,132,133,127
MQL718,170,170,158
MQL718,170,171,157
MQL718,169,167,154
MQL718,168,169,155
MQL718,162,163,149
MQL718,158,158,146
MQL718,160,158,145
MQL718,168,169,155
MQL718,162,163,149
MQL718,167,163,154
MQL718,133,135,124
MQL718,158,159,145
MQL718,165,165,153
MQL718,167,168,154
MQL718,167,168,154
MQL718,169,170,156
MQL718,165,165,153
MQL718,166,166,154
MQL718,130,130,120
MQL718,168,168,156
MQL718,163,163,151
MQL718,158,158,148
MQL718,161,161,149
MQL718,163,163,151
MQL718,167,167,155
MQL718,164,166,152
MQL718,176,178,165
MQL718,163,163,151
MQL718,165,163,150
MQL718,168,169,155
MQL718,164,160,148
MQL718,164,164,152
MQL718,159,160,146
MQL718,171,172,158
MQL718,164,166,153
MQL718,174,172,159
MQL718,167,169,156
MQL718,163,165,151
MQL718,162,162,152
MQL718,161,159,147
MQL718,169,169,157
MQL718,171,169,156
MQL718,173,175,164
MQL718,164,165,151
MQL718,166,167,153
MQL718,167,167,155
MQL718,165,166,152
MQL718,160,160,148
MQL718,163,161,148
MQL718,168,169,155
MQL718,174,172,159
MQL718,162,163,149
MQL718,165,166,152
MQL718,170,171,157
MQL718,165,166,152
MQL718,159,159,147
MQL718,167,167,155
MQL718,167,168,154
MQL718,147,150,143
MQL718,163,163,151
MQL718,162,162,150
MQL718,165,166,152
MQL718,163,164,150
MQL718,161,163,149
MQL718,157,158,144
MQL718,166,166,154
MQL718,167,168,154
MQL718,160,162,148
MQL718,166,166,154
MQL718,168,168,156
MQL718,166,164,151
MQL718,165,166,152
MQL718,163,164,150
MQL718,148,150,137
MQL718,144,142,129
MQL718,132,135,118
MQL718,171,172,158
MQL718,154,154,142
MQL718,171,172,158
MQL718,171,172,158
MQL718,168,169,155
MQL718,160,160,148
MQL718,144,146,133
MQL718,131,133,122
MQL718,165,167,153
MQL718,164,162,149
MQL718,164,164,152
MQL720,83,85,74
MQL720,88,88,80
MQL720,92,93,85
MQL720,99,100,92
MQL720,98,99,91
MQL720,110,112,101
MQL720,89,89,79
MQL720,87,86,81
MQL720,96,97,89
MQL720,71,73,62
MQL720,89,89,81
MQL720,167,167,155
MQL720,80,81,73
MQL720,85,88,81
MQL720,88,88,78
MQL720,89,89,81
MQL720,92,93,85
MQL720,83,83,73
MQL720,87,87,77
MQL720,100,100,92
MQL720,79,78,73
MQL720,84,84,74
MQL720,99,99,91
MQL720,97,97,89
MQL720,77,78,70
MQL720,96,96,86
MQL720,82,82,70
MQL720,88,88,80
MQL720,80,80,72
MQL720,98,98,90
MQL720,87,89,78
MQL720,89,89,79
MQL720,68,68,60
MQL720,84,84,74
MQL720,73,74,66
MQL720,87,89,78
MQL720,70,69,65
MQL720,90,92,81
MQL720,92,92,82
MQL720,159,157,145
MQL720,74,74,66
MQL720,93,94,86
MQL720,110,110,102
MQL720,89,89,81
MQL720,94,94,86
MQL720,91,86,82
MQL720,98,98,88
MQL720,85,86,78
MQL720,100,97,90
MQL720,84,84,74
MQL720,89,89,79
MQL720,79,76,69
MQL720,158,156,144
MQL720,93,93,83
MQL720,85,85,75
MQL720,93,94,86
MQL720,93,93,85
MQL720,86,83,76
MQL720,91,92,84
MQL720,85,85,75
MQL720,89,90,82
MQL720,87,87,77
MQL720,97,98,90
MQL720,76,76,66
MQL720,97,98,90
MQL720,87,88,80
MQL720,91,92,84
MQL720,164,164,154
MQL720,93,92,87
MQL720,84,84,76
MQL720,88,89,83
MQL720,89,89,79
MQL720,105,105,97
MQL720,86,86,76
MQL720,85,85,77
MQL720,78,78,70
MQL720,99,99,91
MQL720,143,141,129
MQL720,93,90,81
MQL720,169,166,157
MQL720,96,96,86
MQL720,84,84,74
MQL720,61,63,52
MQL720,81,81,71
MQL720,88,89,81
MQL720,94,95,87
MQL720,94,94,84
MQL720,83,83,75
MQL720,82,83,75
MQL720,105,105,95
MQL720,89,89,81
MQL720,74,71,64
MQL720,92,93,85
MQL720,86,87,79
MQL720,75,75,65
MQL720,88,88,78
MQL720,86,86,76
MQL720,82,82,74
MQL720,95,95,85
MQL720,95,97,86
MQL720,81,81,71
MQL720,108,108,98
MQL720,89,89,79
MQL720,101,102,94
MQL720,87,87,77
MQL720,46,46,38
MQL720,86,88,77
MQL720,82,83,75
MQL720,101,101,91
MQL720,91,91,81
MQL720,81,82,74
MQL720,112,112,104
MQL720,175,173,161
MQL720,182,180,167
MQL720,99,96,91
MQL720,94,94,86
MQL720,86,86,78
MQL720,82,82,74
MQL720,98,98,88
MQL720,100,100,92
MQL720,70,70,62
MQL720,65,65,55
MQL720,78,78,68
MQL720,99,99,91
MQL720,119,120,112
MQL720,79,81,70
MQL720,87,88,80
MQL720,86,88,77
MQL720,87,87,77
MQL720,93,93,83
MQL720,87,87,79
MQL720,91,92,84
MQL720,97,94,87
MQL720,94,96,85
MQL720,114,115,107
MQL720,84,84,74
MQL720,98,98,90
MQL720,82,82,74
MQL720,91,88,79
MQL720,99,99,89
MQL720,75,75,67
MQL720,85,85,75
MQL720,93,94,86
MQL720,97,98,92
MQL720,87,87,77
MQL720,91,91,83
MQL720,88,89,81
MQL720,67,68,60
MQL720,94,94,84
MQL720,85,87,76
MQL720,95,95,87
MQL720,92,94,83
MQL720,83,84,76
MQL720,78,79,71
MQL720,96,96,88
MQL720,112,112,102
MQL720,83,83,75
MQL720,97,98,90
MQL720,88,89,81
MQL720,88,88,80
MQL720,79,78,74
MQL720,84,84,74
MQL720,89,89,81
MQL720,159,155,144
MQL720,93,93,85
MQL720,94,95,87
MQL720,139,140,132
MQL720,61,61,53
MQL720,80,81,73
MQL720,88,88,80
MQL720,88,88,80
MQL720,90,90,82
MQL720,98,98,90
MQL720,83,85,74
MQL720,89,89,81
MQL720,87,87,79
MQL720,88,88,78
MQL720,88,88,78
MQL720,80,81,73
MQL720,82,83,75
MQL720,91,91,83
MQL720,166,164,152
MQL720,81,83,72
MQL720,72,72,62
MQL720,74,74,66
MQL720,98,98,90
MQL720,94,97,88
MQL720,88,89,81
MQL720,91,91,83
MQL720,81,81,73
MQL720,92,92,84
MQL720,91,91,81
MQL720,115,112,105
MQL720,101,101,93
MQL720,85,85,77
MQL720,83,85,74
MQL720,85,85,75
MQL720,97,97,89
MQL720,94,94,84
MQL720,76,76,66
MQL720,164,164,152
MQL720,91,93,82
MQL720,93,94,86
MQL720,79,79,71
MQL720,94,95,87
MQL720,69,70,62
MQL720,93,94,86
MQL720,85,82,73
MQL720,52,52,44
MQL720,90,90,82
MQL720,99,99,91
MQL720,89,90,82
MQL720,86,86,78
MQL720,88,88,80
MQL720,91,92,84
MQL720,86,86,76
MQL720,70,71,63
MQL720,85,85,75
MQL720,84,84,76
MQL720,85,85,73
MQL720,94,91,82
MQL720,176,174,162
MQL720,90,90,80
MQL720,87,88,80
MQL720,87,84,77
MQL720,99,100,92
MQL720,98,98,88
MQL720,90,90,82
MQL720,87,87,79
MQL720,92,89,82
MQL720,97,98,92
MQL720,94,94,84
MQL720,74,75,67
MQL720,94,94,86
MQL720,79,79,69
MQL720,77,78,70
MQL720,90,90,80
MQL720,93,93,85
MQL720,93,94,86
MQL720,90,90,82
MQL720,88,89,81
MQL720,97,97,87
MQL720,113,115,102
MQL720,102,99,90
MQL720,95,95,87
MQL720,90,90,80
MQL720,88,88,78
MQL720,89,90,82
MQL720,90,90,80
MQL720,92,92,82
MQL720,85,86,78
MQL720,72,72,64
MQL720,89,89,81
MQL720,75,75,67
MQL720,72,72,64
MQL720,93,93,83
MQL720,85,85,77
MQL720,90,90,82
MQL720,91,91,83
MQL720,94,94,86
MQL720,85,85,77
MQL720,96,96,88
MQL720,79,80,72
MQL720,104,101,92
MQL720,96,96,88
MQL720,108,108,100
MQL720,93,93,85
MQL720,110,110,100
MQL720,81,81,73
MQL720,92,89,80
MQL720,96,96,86
MQL720,89,89,81
MQL720,87,88,80
MQL720,90,90,82
MQL720,91,93,82
MQL720,96,97,89
MQL720,81,82,74
MQL720,88,88,78
MQL720,109,106,97
MQL720,90,90,82
MQL720,96,96,88
MQL720,53,53,43
MQL720,87,89,78
MQL720,90,90,80
MQL720,84,84,76
MQL720,75,75,67
MQL720,87,87,77
MQL720,83,84,76
MQL720,66,66,56
MQL720,90,91,83
MQL720,105,102,93
MQL720,87,88,80
MQL720,87,88,80
MQL720,89,86,79
MQL720,118,119,111
MQL720,80,81,73
MQL720,130,130,120
MQL720,89,90,82
MQL720,87,88,80
MQL720,78,79,71
MQL720,92,92,82
MQL720,87,88,80
MQL720,81,81,71
MQL720,86,86,78
MQL720,104,104,94
MQL720,86,87,79
MQL720,80,82,71
MQL720,103,104,96
MQL720,107,107,99
MQL720,86,86,76
MQL720,79,79,69
MQL720,82,84,73
MQL720,81,81,73
MQL720,84,84,76
MQL720,89,91,80
MQL720,66,66,58
MQL720,83,85,74
MQL720,74,74,66
MQL720,91,91,83
MQL720,167,163,154
MQL720,85,87,76
MQL720,84,85,77
MQL720,89,89,81
MQL720,81,82,74
MQL720,94,95,87
MQL720,91,92,84
MQL720,64,65,59
MQL720,98,98,88
MQL720,90,90,82
MQL720,92,92,82
MQL720,86,86,76
MQL720,89,89,81
MQL720,178,174,162
MQL720,98,94,85
MQL720,81,81,73
MQL720,92,92,84
MQL720,88,88,78
MQL720,86,86,76
MQL720,89,89,79
MQL720,89,89,81
MQL720,62,62,54
MQL720,88,89,81
MQL720,75,75,67
MQL720,91,92,84
MQL720,89,89,81
MQL720,88,89,81
MQL720,86,86,76
MQL720,86,86,78
MQL720,76,76,68
MQL720,100,100,92
MQL720,79,79,71
MQL720,98,99,91
MQL720,82,82,74
MQL720,88,88,80
MQL720,101,100,95
MQL720,107,108,100
MQL720,114,115,107
MQL720,89,90,82
MQL720,96,96,88
MQL720,79,79,71
MQL720,90,90,80
MQL720,90,90,82
MQL720,110,110,100
MQL720,164,162,150
MQL720,98,98,88
MQL720,79,80,72
MQL720,91,91,83
MQL720,88,88,80
MQL720,86,86,78
MQL720,91,91,83
MQL720,100,100,92
MQL720,92,92,84
MQL720,85,82,73
MQL720,91,91,83
MQL720,50,46,37
MQL720,159,157,145
MQL720,86,86,78
MQL720,168,169,155
MQL720,86,86,78
MQL720,98,99,91
MQL720,87,88,80
MQL720,87,88,80
MQL720,83,84,76
MQL720,94,94,86
MQL720,80,80,72
MQL720,91,90,85
MQL720,70,71,63
MQL720,85,82,75
MQL720,79,79,69
MQL720,97,97,89
MQL720,94,94,86
MQL720,81,82,74
MQL720,76,76,68
MQL720,93,93,83
MQL720,89,91,80
MQL720,85,86,78
MQL720,85,86,78
MQL720,91,91,83
MQL720,92,91,86
MQL720,89,90,82
MQL720,90,91,83
MQL720,94,95,87
MQL720,87,89,78
MQL720,100,100,92
MQL720,94,94,84
MQL720,85,87,76
MQL720,80,80,70
MQL720,95,95,87
MQL720,101,102,94
MQL720,87,87,79
MQL720,97,98,90
MQL720,86,86,76
MQL720,90,90,80
MQL720,104,103,98
MQL720,93,94,86
MQL720,82,82,72
MQL720,91,92,84
MQL720,91,92,84
MQL720,86,86,78
MQL720,93,93,85
MQL720,100,100,90
MQL720,88,90,79
MQL720,98,98,90
MQL720,87,88,80
MQL720,97,98,90
MQL720,77,78,70
MQL720,101,101,89
MQL720,93,93,85
MQL720,84,85,77
MQL720,89,90,82
MQL720,88,88,78
MQL720,92,93,85
MQL720,96,96,86
MQL720,92,92,82
MQL720,90,87,78
MQL720,84,84,76
